@relation S-train

@attribute S1 real
@attribute S2 real
@attribute S3 real
@attribute S4 real
@attribute S5 real
@attribute S6 real
@attribute S7 real
@attribute S8 real
@attribute S9 real
@attribute S10 real
@attribute S11 real
@attribute S12 real
@attribute S13 real
@attribute S14 real      
@attribute S15 real      
@attribute S16 real
@attribute S17 real
@attribute S18 real
@attribute S19 real
@attribute S20 real
@attribute S21 real
@attribute class {1,3,4,7,9,11,20,23,26,30,31,32,33,35,39,46,47,48,51,54,57,59,62,69,72,87,110}

@data
7.50,48.00,44.50,0.00,1.20,10.50,80.30,81.50,83.20,85.00,87.30,1.20,27.70,42.20,59.50,76.30,0.60,13.30,46.80,88.40,100.00,39
14.60,47.60,37.80,0.00,2.50,11.00,75.60,78.70,82.30,93.90,97.60,7.90,28.70,42.10,60.40,89.60,0.60,15.20,42.70,73.80,100.00,39
8.30,46.50,45.20,0.00,1.30,11.50,81.50,82.80,84.70,86.60,89.20,12.70,33.80,46.50,65.60,95.50,0.60,10.80,31.80,78.30,100.00,39
12.20,60.30,27.50,0.00,3.10,15.40,10.70,13.00,16.00,21.40,24.40,3.10,36.60,60.30,80.90,99.20,0.80,26.00,48.90,73.30,100.00,39
9.20,42.00,48.90,0.00,3.10,15.40,13.00,14.50,16.80,22.90,25.20,3.10,32.10,54.20,73.30,97.70,0.80,29.00,51.90,77.10,100.00,39
13.00,62.60,24.40,0.00,3.10,15.40,11.50,13.70,16.80,22.10,26.00,3.80,38.20,61.80,80.20,99.20,0.80,19.10,42.70,66.40,100.00,39
14.60,58.40,27.00,0.00,2.90,14.70,10.90,13.90,19.70,23.40,27.00,3.60,38.00,59.10,80.30,99.30,0.70,27.70,55.50,75.20,100.00,39
23.20,28.80,48.00,0.00,6.50,8.10,8.00,12.80,36.00,61.60,68.00,23.20,32.00,76.00,88.00,99.20,0.80,21.60,48.00,60.00,100.00,39
30.00,17.80,52.20,0.00,5.20,8.40,14.10,33.20,62.70,76.20,91.60,4.40,24.50,37.30,52.00,93.70,0.30,16.70,46.20,77.80,100.00,46
15.60,18.70,65.70,0.60,4.00,8.50,1.10,29.50,69.40,76.80,89.50,3.10,24.60,42.80,70.00,93.20,0.30,22.10,49.90,74.80,100.00,46
23.40,14.70,61.90,0.20,3.70,5.70,5.20,21.90,47.00,79.40,99.80,3.00,16.20,25.40,57.50,84.60,0.20,29.10,55.00,76.40,100.00,46
33.90,8.70,57.40,0.30,5.90,3.70,7.30,28.00,58.30,79.60,99.40,5.30,15.70,52.70,80.10,93.00,0.30,22.10,42.00,70.30,100.00,46
24.30,11.30,64.50,1.20,4.10,4.10,12.70,25.70,58.70,74.60,98.30,24.30,50.90,58.10,81.80,90.50,0.30,17.90,41.00,71.10,100.00,46
34.50,10.60,54.90,0.20,5.10,3.90,5.70,23.10,52.70,72.90,95.90,2.00,16.70,26.50,59.60,84.50,0.20,27.80,50.00,81.20,100.00,46
35.00,18.60,46.40,0.00,6.60,7.20,4.90,21.90,48.00,67.60,84.00,0.70,27.80,41.80,74.80,96.10,0.30,27.50,57.50,84.60,100.00,46
31.30,13.90,54.80,0.30,5.50,6.10,8.40,29.30,49.30,68.10,99.10,3.50,22.90,43.20,71.90,91.60,0.30,25.50,52.20,76.20,100.00,46
34.90,21.50,43.60,0.00,5.60,6.20,22.50,38.80,60.90,80.60,99.70,1.40,13.80,28.70,56.70,90.30,0.30,19.70,46.00,69.20,100.00,46
26.30,22.80,50.90,0.00,3.50,7.70,21.10,27.00,41.40,81.40,94.70,2.50,14.70,29.80,67.00,96.80,0.40,31.60,59.30,73.30,100.00,46
28.80,14.60,56.60,0.00,5.20,4.20,25.20,40.50,55.30,70.90,96.40,8.70,18.40,46.00,74.40,100.00,0.30,16.20,37.50,75.70,98.40,46
47.60,12.90,39.50,0.00,8.60,4.60,6.00,23.80,55.90,80.20,99.70,2.30,28.40,50.10,60.70,82.80,0.30,17.80,44.70,69.30,100.00,46
37.10,16.60,46.20,0.30,7.60,6.20,2.90,20.80,49.10,66.50,83.90,0.30,16.10,30.10,80.30,95.60,2.10,35.30,54.30,84.70,100.00,46
43.10,15.60,41.40,0.00,6.10,5.00,2.50,17.50,49.40,76.40,93.60,7.80,29.20,39.70,51.90,83.30,0.30,24.20,61.40,80.00,100.00,46
36.80,13.00,50.20,0.00,6.40,5.70,7.60,20.30,47.60,76.20,92.10,1.00,23.20,34.30,57.80,82.20,0.30,26.30,55.20,77.10,100.00,46
40.60,17.50,42.00,0.00,5.60,4.20,43.40,52.40,67.10,83.20,95.80,2.80,6.30,12.60,16.80,23.10,0.70,28.00,38.50,69.90,100.00,46
41.90,15.00,43.20,0.00,7.10,6.60,5.70,21.10,44.10,66.50,99.10,0.40,13.20,27.80,49.80,90.70,3.50,37.00,60.40,83.30,100.00,46
33.20,12.30,54.50,0.00,7.40,5.80,7.40,15.20,42.20,63.50,98.80,3.70,21.30,37.30,47.50,91.00,0.40,25.40,61.10,82.40,100.00,46
34.60,13.50,51.90,0.00,6.00,6.00,13.00,32.60,50.10,68.20,98.70,5.00,17.50,34.10,60.90,86.50,0.30,19.50,52.60,77.70,100.00,46
42.90,14.00,43.10,0.00,7.40,6.90,1.70,27.40,56.30,81.70,94.90,12.90,21.40,43.10,69.10,99.10,0.30,21.70,46.60,69.70,100.00,46
35.60,15.00,49.40,0.30,5.60,5.60,11.20,27.90,57.90,82.60,98.80,3.80,16.80,48.50,66.20,94.10,0.30,21.50,40.60,74.10,100.00,46
41.70,17.10,41.30,0.00,8.40,6.40,1.60,28.20,51.20,77.80,100.00,19.40,34.10,53.60,72.20,93.30,0.40,22.20,38.10,74.60,96.80,46
55.20,14.50,30.20,0.00,9.30,6.50,0.40,26.60,47.20,80.60,99.60,7.30,19.80,49.60,69.00,87.10,5.20,22.20,50.80,70.20,100.00,46
51.00,12.50,36.50,0.00,7.80,5.80,3.80,15.40,48.10,75.00,97.10,33.70,35.60,56.70,59.60,90.40,1.00,26.90,40.40,65.40,100.00,46
49.70,11.60,38.80,0.30,8.50,4.70,2.50,25.90,52.20,85.00,99.10,6.90,28.10,37.80,56.60,79.70,0.30,19.10,50.00,68.80,100.00,46
45.00,14.80,40.20,0.00,8.40,7.10,1.90,25.70,55.30,85.90,99.40,7.40,29.60,52.70,66.90,79.10,0.30,19.30,46.60,68.80,100.00,46
45.70,16.70,37.60,0.00,9.00,6.60,6.10,33.10,55.10,76.70,98.80,1.20,15.10,35.90,64.50,93.10,0.40,26.10,47.80,70.20,100.00,46
36.60,9.70,53.70,0.00,6.60,4.60,8.90,29.50,57.50,84.70,99.20,2.30,12.50,33.80,53.40,69.20,0.30,24.20,48.60,70.70,100.00,46
47.80,18.90,33.30,0.00,6.20,7.00,9.20,38.20,63.60,79.80,98.70,2.60,19.70,32.50,57.90,86.40,0.40,21.90,34.20,60.10,100.00,46
23.70,28.20,48.10,0.00,5.20,10.30,17.90,34.00,39.70,54.50,60.90,0.60,42.90,67.30,91.00,100.00,2.60,13.50,41.70,80.10,98.10,47
29.20,18.60,52.20,0.00,4.90,6.00,4.60,38.40,48.40,79.20,99.70,1.90,27.30,67.00,74.30,90.80,0.30,19.50,41.40,68.40,100.00,47
44.30,20.80,34.90,0.70,6.90,8.30,4.20,22.10,70.20,84.10,98.30,1.70,24.90,34.30,48.80,62.60,0.30,32.20,56.40,66.10,100.00,47
20.20,21.40,58.40,0.30,4.00,6.50,8.40,36.60,43.80,59.30,92.90,5.30,25.80,65.80,82.30,88.50,0.30,21.40,48.80,69.90,100.00,47
24.70,23.20,52.10,0.00,3.20,9.50,7.90,13.20,37.40,92.60,98.90,1.60,17.40,50.00,57.40,82.60,0.50,25.30,53.20,74.70,100.00,47
33.30,21.20,45.40,0.00,4.20,7.50,5.40,23.80,38.30,46.70,97.10,0.80,13.80,55.40,64.20,85.80,0.40,32.50,65.80,80.00,100.00,47
27.40,33.30,39.30,0.90,4.30,13.80,7.70,26.50,33.30,58.10,65.00,5.10,40.20,70.10,85.50,100.00,0.90,16.20,47.00,72.60,99.10,47
34.50,20.10,45.40,0.00,4.40,7.90,5.70,23.10,38.90,47.60,97.40,1.70,14.40,57.20,63.80,85.60,0.40,31.90,65.50,79.90,100.00,47
26.90,38.70,34.50,0.80,4.20,13.60,10.10,28.60,35.30,57.10,63.90,7.60,41.20,73.10,85.70,100.00,0.80,15.10,38.70,52.10,99.20,47
17.70,29.00,53.20,0.50,2.70,11.40,8.60,58.10,62.40,93.50,98.40,2.20,21.50,39.20,54.80,81.70,0.50,25.30,48.40,77.40,100.00,47
22.00,17.70,60.30,0.00,4.30,7.10,13.50,17.70,39.00,44.70,97.20,25.50,50.40,73.00,80.90,88.70,0.70,24.10,53.20,68.10,100.00,47
46.10,18.00,35.90,0.00,7.90,7.90,10.90,21.10,53.10,78.10,98.40,4.70,7.80,41.40,65.60,83.60,0.80,23.40,47.70,68.00,100.00,48
37.90,17.70,44.40,0.00,8.10,8.10,12.10,20.20,53.20,73.40,96.00,4.00,7.30,40.30,63.70,82.30,0.80,28.20,50.00,75.80,100.00,48
34.70,18.60,46.70,0.00,6.00,8.40,19.80,27.50,57.50,85.60,99.40,2.40,7.80,30.50,50.30,91.00,0.60,19.20,52.10,73.10,100.00,48
47.90,20.80,31.20,0.00,7.70,8.40,0.70,24.30,59.00,80.60,99.30,4.20,11.10,31.20,70.10,88.20,2.80,26.40,45.80,68.10,100.00,48
19.70,6.90,73.40,0.00,4.70,3.50,11.60,42.20,64.70,92.50,97.70,2.30,3.50,28.90,50.90,52.60,0.60,22.50,46.20,73.40,100.00,48
32.00,25.20,42.90,0.00,5.50,6.80,8.80,15.60,70.10,90.50,98.60,1.40,21.80,37.40,63.30,85.70,0.70,29.30,44.20,64.60,100.00,48
38.40,19.60,42.00,0.00,5.80,7.30,8.00,16.70,53.60,76.80,99.30,1.40,22.50,37.00,61.60,85.50,0.70,28.30,43.50,66.70,100.00,48
34.00,23.70,42.30,0.60,4.50,8.40,28.20,35.90,51.30,84.00,96.20,5.10,16.70,25.00,66.70,76.30,0.60,14.70,44.90,70.50,100.00,48
34.70,15.30,50.00,0.00,5.10,5.10,17.90,40.30,55.10,90.80,99.50,9.20,26.50,50.50,64.80,78.60,0.50,15.30,37.80,74.50,100.00,48
27.10,12.80,60.10,0.00,6.90,5.90,29.10,42.40,66.00,78.80,94.60,1.00,34.00,46.30,68.00,89.20,0.50,17.20,38.90,67.50,100.00,48
38.80,18.60,42.60,0.80,7.00,7.00,9.30,27.90,64.30,82.20,92.20,1.60,17.10,37.20,55.80,73.60,0.80,25.60,51.20,74.40,100.00,48
38.00,16.70,45.30,0.00,8.10,8.10,0.70,20.00,38.70,66.00,100.00,12.70,28.70,43.30,75.30,94.00,7.30,33.30,57.30,80.70,98.70,51
34.60,24.60,40.80,0.00,7.80,9.30,13.10,20.80,36.90,66.90,93.10,6.20,26.90,58.50,74.60,97.70,0.80,23.10,55.40,81.50,100.00,51
43.90,14.20,41.90,0.00,6.30,5.60,6.70,26.10,45.80,64.40,99.20,2.80,13.40,33.60,69.60,93.70,0.40,30.80,56.90,81.00,100.00,51
37.30,22.00,40.70,0.40,4.70,6.40,5.50,25.40,44.10,62.70,88.60,1.70,18.20,51.70,92.40,99.20,0.40,28.80,57.60,78.40,100.00,51
24.30,19.50,56.20,0.60,3.00,8.30,16.90,31.70,48.50,90.50,96.70,1.20,12.10,51.80,70.10,85.20,0.30,25.40,49.40,70.40,100.00,51
22.00,26.20,51.80,0.00,6.00,10.80,6.00,10.70,26.20,64.90,98.20,2.40,33.90,44.00,70.80,87.50,0.60,29.80,50.60,79.20,100.00,51
31.40,15.40,53.20,0.00,5.90,6.40,0.50,7.40,18.10,43.10,80.90,24.50,37.20,48.40,70.20,85.10,9.00,41.00,62.20,86.70,100.00,51
36.10,16.20,47.60,0.00,6.80,7.40,0.50,8.90,32.50,51.80,81.20,25.70,38.20,56.00,82.70,96.30,9.90,28.80,60.70,86.40,100.00,51
25.20,22.40,52.40,0.00,4.10,8.20,8.20,13.60,68.70,85.00,91.80,2.70,21.80,30.60,49.70,80.30,0.70,31.30,47.60,73.50,100.00,51
36.80,11.60,51.60,0.60,7.10,4.50,10.30,22.60,32.30,72.90,91.60,3.20,5.20,69.00,71.60,83.20,0.60,38.70,53.50,79.40,100.00,51
39.90,16.80,43.40,0.00,4.20,7.00,9.10,18.20,28.00,66.40,92.30,2.80,38.50,51.00,74.80,81.80,0.70,37.10,55.20,78.30,100.00,51
40.90,17.00,42.00,0.00,8.00,6.90,6.80,22.20,47.70,67.00,90.30,2.80,17.00,55.70,71.60,81.80,0.60,27.30,50.60,83.00,100.00,51
40.50,24.00,35.50,0.00,6.70,11.70,14.90,24.00,62.80,83.50,94.20,7.40,28.10,38.80,57.00,98.30,0.80,12.40,39.70,73.60,100.00,51
45.20,22.60,32.30,0.50,7.00,9.20,7.50,34.40,67.70,81.20,98.90,2.20,18.80,39.20,52.20,89.80,0.50,19.90,34.90,66.10,100.00,54
59.20,14.80,26.00,0.50,7.70,4.60,10.70,31.10,55.10,79.10,99.50,4.60,7.70,47.40,60.20,89.80,0.50,9.70,34.70,62.80,100.00,54
46.40,15.00,38.60,0.50,6.80,5.90,8.60,23.60,45.50,80.50,96.80,3.60,15.50,50.00,59.10,89.10,0.50,29.10,52.70,70.00,100.00,54
37.30,26.50,36.10,0.00,6.10,7.30,9.60,42.20,59.00,81.30,99.40,1.20,23.50,31.30,49.40,86.70,0.60,20.50,45.80,73.50,100.00,54
35.90,21.00,43.10,0.00,6.20,6.20,8.20,29.70,63.10,80.50,99.50,1.00,17.40,23.60,38.50,88.20,0.50,31.30,45.60,71.30,100.00,54
39.60,17.00,43.40,0.00,6.60,5.70,11.30,27.80,59.00,84.40,98.60,5.20,31.10,37.30,50.50,81.10,0.50,21.70,41.00,67.90,100.00,54
43.40,17.40,39.10,0.40,7.40,5.80,1.60,37.60,58.90,76.40,98.40,11.20,17.40,25.20,53.90,89.90,0.40,24.80,51.90,77.10,100.00,54
37.40,22.40,40.20,0.50,6.00,9.20,6.40,25.60,46.60,70.80,88.10,0.50,17.40,50.20,65.80,92.20,3.70,30.10,53.40,82.20,100.00,54
36.40,23.30,40.30,1.40,5.70,8.50,6.40,23.70,56.20,82.70,95.40,1.40,26.50,43.80,65.70,97.20,0.40,23.30,45.60,66.40,100.00,54
38.80,26.90,34.30,0.70,5.20,7.10,1.10,26.50,46.60,62.30,95.50,22.00,53.00,76.50,86.20,100.00,0.40,14.90,35.40,54.90,98.50,54
33.30,28.70,38.00,0.00,7.50,9.30,8.30,30.60,39.80,90.70,99.10,3.70,22.20,51.90,75.00,84.30,0.90,26.90,57.40,66.70,100.00,57
42.90,29.50,27.60,0.00,7.70,9.60,7.60,17.10,41.00,64.80,99.00,1.90,22.90,52.40,76.20,85.70,1.00,27.60,56.20,69.50,100.00,57
81.20,0.00,18.80,0.00,12.70,0.00,3.10,21.90,43.80,73.40,98.40,0.00,0.00,0.00,0.00,0.00,1.60,54.70,59.40,81.20,100.00,57
40.00,21.20,38.80,0.00,7.10,9.50,14.10,22.40,55.30,88.20,98.80,2.40,5.90,41.20,74.10,82.40,1.20,31.80,47.10,65.90,100.00,57
34.50,18.40,47.10,0.00,7.00,9.30,19.50,26.40,55.20,63.20,98.90,2.30,5.70,37.90,78.20,88.50,1.10,17.20,47.10,71.30,100.00,57
24.00,13.10,62.80,0.00,4.40,4.40,20.20,25.70,43.70,62.80,99.50,14.20,16.90,33.30,84.20,90.20,0.50,19.10,53.60,74.30,100.00,57
34.50,23.80,41.70,0.00,7.20,9.60,15.50,22.60,52.40,89.30,98.80,2.40,7.10,35.70,75.00,83.30,1.20,29.80,47.60,65.50,100.00,57
27.30,18.20,54.50,0.00,5.30,10.50,19.50,24.70,31.20,87.00,94.80,5.20,7.80,39.00,71.40,79.20,1.30,18.20,51.90,64.90,100.00,57
36.00,24.00,40.00,0.00,8.10,10.80,18.70,25.30,52.00,89.30,98.70,4.00,8.00,41.30,72.00,81.30,1.30,16.00,46.70,62.70,100.00,57
29.50,33.20,37.40,0.50,4.80,12.70,26.80,60.00,67.40,83.20,95.30,2.60,12.60,34.70,57.90,100.00,0.50,20.00,37.40,71.10,99.50,59
28.10,11.00,61.00,0.00,5.50,5.50,37.70,61.00,80.80,90.40,97.90,4.10,6.20,12.30,30.80,52.70,0.70,21.20,43.80,67.10,100.00,59
38.50,14.60,46.90,0.90,5.30,5.30,11.10,22.10,37.20,75.70,96.50,1.80,24.30,40.70,79.60,85.80,0.40,23.00,53.50,69.90,100.00,59
31.70,13.20,55.10,0.40,7.00,6.20,10.70,25.50,46.10,78.60,98.80,1.60,7.40,34.60,65.40,93.80,0.40,23.90,51.40,73.70,100.00,59
47.20,9.80,43.10,0.00,6.50,4.10,10.20,28.00,66.30,84.10,98.80,6.90,13.80,32.90,37.40,46.30,0.40,16.70,42.30,64.20,100.00,59
38.70,18.10,43.20,0.60,6.50,7.10,12.90,21.90,56.10,85.20,100.00,26.50,43.90,50.30,76.80,94.20,0.60,10.30,40.60,65.80,91.60,59
38.10,28.40,33.50,0.00,5.20,6.50,28.40,36.80,54.80,72.30,91.60,3.20,12.30,20.60,41.30,77.40,0.60,38.70,61.90,81.90,100.00,59
37.60,29.60,32.80,0.00,6.50,8.10,38.40,46.40,64.80,80.00,97.60,9.60,16.00,26.40,53.60,87.20,0.80,8.00,36.00,68.00,100.00,59
48.20,11.40,40.40,1.00,6.20,4.20,4.70,36.80,60.10,82.90,96.40,2.60,14.00,25.40,29.50,76.70,0.50,26.90,52.80,68.90,100.00,59
44.90,24.10,31.00,0.60,5.70,5.70,25.30,35.40,57.60,78.50,96.20,1.30,8.90,16.50,39.20,64.60,0.60,24.70,59.50,82.90,100.00,59
18.40,21.60,60.00,0.20,3.60,7.80,4.20,37.70,48.90,86.90,97.50,0.80,20.80,51.50,69.70,84.30,0.20,21.60,50.80,73.30,100.00,62
36.80,17.70,45.50,0.00,7.10,6.50,21.30,41.90,65.50,78.40,99.70,1.30,11.30,25.20,46.10,91.60,0.30,19.00,44.20,67.70,100.00,62
38.10,20.40,41.50,0.30,5.80,7.80,16.70,35.40,58.50,83.00,96.90,1.70,7.50,34.00,55.10,99.70,0.30,20.10,49.00,73.80,100.00,62
36.30,12.90,50.80,0.30,7.30,5.40,4.10,26.20,46.10,73.50,90.50,6.30,19.90,39.40,57.40,99.40,0.30,23.00,58.00,78.90,100.00,62
20.80,27.50,51.70,0.80,3.00,11.40,1.50,22.60,43.00,54.30,59.60,4.90,19.60,50.90,76.20,97.70,0.40,30.20,60.40,81.10,100.00,62
23.00,17.10,59.90,0.70,3.70,6.70,1.50,6.70,45.70,57.20,97.80,19.30,28.60,52.80,73.20,98.90,0.40,26.40,53.90,78.10,100.00,62
32.60,12.90,54.50,0.00,6.00,4.50,13.70,34.60,53.70,77.20,98.70,0.60,19.10,37.50,62.90,96.10,0.20,20.20,50.00,73.00,100.00,62
23.90,18.20,57.90,1.30,4.40,6.30,19.20,29.90,45.00,84.90,99.10,3.10,9.70,45.90,79.60,96.50,0.30,27.00,53.80,70.40,100.00,62
18.70,19.00,62.30,0.30,4.50,8.60,25.20,37.70,47.50,77.70,87.20,0.60,12.80,30.00,59.30,97.30,0.30,24.30,56.10,76.90,100.00,62
28.90,22.70,48.40,0.40,3.50,5.90,47.70,54.30,74.60,83.60,94.10,7.00,13.70,29.70,58.20,72.30,0.40,22.70,37.10,68.40,100.00,62
37.90,19.60,42.50,0.00,7.90,5.30,3.30,12.40,37.30,56.90,95.40,44.40,62.10,67.30,73.20,79.70,0.70,22.20,43.80,80.40,100.00,62
46.90,23.60,29.50,0.00,6.70,8.90,5.20,26.60,52.40,73.10,93.40,0.70,21.80,46.90,77.90,99.30,0.40,25.50,48.30,76.40,100.00,69
45.20,22.00,32.80,0.30,6.90,7.60,4.60,23.60,49.50,70.50,98.40,0.70,19.00,44.90,74.40,94.80,0.30,30.50,54.10,76.70,100.00,69
43.40,20.10,36.60,0.00,6.50,7.10,4.90,24.60,50.20,70.20,88.70,1.30,20.70,46.30,67.00,96.80,0.30,27.50,58.60,80.60,100.00,69
41.60,20.30,38.10,0.00,6.40,8.20,4.40,19.50,46.20,68.90,88.70,0.90,21.50,50.30,89.50,99.40,0.30,29.90,51.20,74.40,100.00,69
31.70,24.00,44.20,0.50,6.30,9.20,5.80,13.00,57.20,70.70,98.60,1.40,18.30,46.20,75.50,93.80,0.50,34.60,51.00,80.30,100.00,69
47.60,17.80,34.60,1.00,8.10,5.50,4.20,23.00,56.30,79.60,99.70,0.60,12.60,32.00,68.00,91.30,0.30,27.80,39.80,68.90,100.00,69
31.30,19.30,49.30,0.00,6.20,5.80,6.60,30.60,58.00,77.00,92.10,2.70,26.30,42.90,75.40,95.00,0.20,21.10,43.90,69.20,100.00,69
43.20,18.10,38.60,0.00,8.10,6.00,4.60,35.70,58.60,85.70,99.70,1.60,28.40,40.30,60.50,72.20,0.30,23.80,41.40,68.40,100.00,69
36.10,17.20,46.60,2.50,5.90,5.90,12.20,25.60,61.80,85.70,96.20,10.10,27.70,39.10,49.20,80.70,0.40,21.00,53.40,75.60,100.00,69
41.70,21.20,37.10,0.30,7.20,6.60,3.70,20.90,49.50,84.40,96.90,0.90,21.50,29.30,64.20,81.30,0.30,33.00,52.00,74.50,100.00,69
30.20,21.30,48.50,0.00,6.10,8.00,3.00,14.00,45.40,79.30,99.70,0.60,21.30,33.20,70.10,93.00,0.30,32.30,51.80,75.00,100.00,69
26.80,42.90,30.40,0.00,3.60,14.50,41.10,44.60,51.80,58.90,66.10,3.60,12.50,30.40,80.40,98.20,1.80,19.60,39.30,73.20,100.00,72
16.70,30.80,52.60,0.00,2.60,10.40,52.60,55.10,59.00,62.80,67.90,23.10,29.50,44.90,80.80,97.40,1.30,12.80,35.90,74.40,100.00,72
17.10,34.20,48.70,0.00,5.30,13.30,30.30,32.90,36.80,40.80,96.10,2.60,9.20,55.30,65.80,93.40,1.30,26.30,60.50,76.30,100.00,72
8.20,34.00,57.70,0.00,2.10,9.40,35.10,36.10,38.10,40.20,42.30,15.50,26.80,64.90,90.70,100.00,1.00,14.40,47.40,72.20,89.70,72
8.20,13.30,78.60,0.00,2.10,6.20,4.10,5.10,7.10,9.20,11.20,18.40,20.40,66.30,78.60,82.70,1.00,30.60,50.00,74.50,100.00,72
16.00,16.00,67.90,0.00,3.80,9.50,21.70,24.50,28.30,64.20,68.90,2.80,12.30,47.20,78.30,94.30,0.90,30.20,50.90,76.40,100.00,72
15.80,37.60,46.50,0.00,2.00,13.00,32.70,35.60,39.60,43.60,47.50,1.00,10.90,58.40,71.30,99.00,6.90,28.70,56.40,80.20,100.00,72
0.00,7.30,92.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,52.70,52.70,54.50,56.40,58.20,1.80,21.80,45.50,76.40,100.00,87
26.60,4.70,68.80,0.00,6.30,3.20,48.40,53.10,59.40,73.40,81.20,28.10,28.10,29.70,31.20,31.20,1.60,17.20,39.10,82.80,100.00,87
24.00,33.00,43.00,0.00,6.10,10.10,4.00,9.00,27.00,33.00,74.00,15.00,45.00,56.00,83.00,95.00,1.00,22.00,52.00,78.00,100.00,87
28.40,8.60,63.00,0.00,5.00,5.00,24.70,29.60,37.00,79.00,86.40,17.30,17.30,19.80,61.70,64.20,1.20,14.80,50.60,70.40,100.00,87
43.40,9.10,47.60,0.00,7.00,4.20,14.00,26.60,37.80,74.10,93.00,4.20,5.60,51.00,53.10,58.70,0.70,20.30,60.80,79.70,100.00,87
18.60,12.40,69.10,0.00,4.20,6.20,27.80,30.90,67.00,71.10,76.30,16.50,18.60,45.40,58.80,61.90,1.00,20.60,50.50,82.50,100.00,87
47.10,16.50,36.50,0.00,4.80,7.10,17.60,28.20,40.00,51.80,78.80,7.10,9.40,60.00,63.50,95.30,1.20,14.10,68.20,87.10,100.00,87
29.40,38.80,31.80,0.00,4.80,9.50,11.80,17.60,24.70,70.60,78.80,2.40,35.30,44.70,61.20,94.10,1.20,32.90,51.80,84.70,100.00,87
20.50,32.00,47.50,0.00,5.00,6.60,23.80,27.90,72.10,77.00,98.40,11.50,18.00,53.30,63.90,92.60,0.80,19.70,40.20,67.20,100.00,87
24.80,26.40,48.80,0.00,6.50,6.50,10.40,29.60,36.00,74.40,97.60,17.60,23.20,50.40,84.80,92.00,0.80,16.80,51.20,68.80,100.00,87
18.40,36.70,44.90,1.00,3.10,9.30,25.50,28.60,33.70,59.20,64.30,6.10,14.30,50.00,82.70,99.00,1.00,20.40,45.90,75.50,100.00,87
27.80,48.50,23.70,0.00,4.20,8.30,16.50,21.60,28.90,75.30,82.50,2.10,38.10,50.50,64.90,94.80,1.00,14.40,70.10,85.60,100.00,87
49.40,10.10,40.40,1.10,10.20,3.40,4.50,28.10,50.60,66.30,96.60,10.10,11.20,13.50,79.80,83.10,1.10,20.20,43.80,76.40,100.00,87
0.00,11.10,88.90,0.00,0.00,5.70,0.00,0.00,0.00,0.00,0.00,55.60,55.60,58.30,61.10,63.90,2.80,22.20,44.40,77.80,100.00,110
25.00,0.00,75.00,0.00,8.50,0.00,8.30,12.50,81.20,87.50,93.80,0.00,0.00,0.00,0.00,0.00,2.10,29.20,47.90,66.70,100.00,110
6.20,16.90,76.90,0.00,3.10,9.40,41.50,41.50,43.10,44.60,46.20,3.10,4.60,60.00,70.80,75.40,1.50,23.10,49.20,80.00,100.00,110
7.80,12.50,79.70,0.00,3.20,6.30,37.50,37.50,39.10,40.60,43.80,54.70,56.20,59.40,73.40,76.60,1.60,18.80,46.90,79.70,100.00,110
18.90,0.00,81.10,0.00,5.60,0.00,37.80,37.80,43.20,48.60,54.10,0.00,0.00,0.00,0.00,0.00,2.70,18.90,59.50,78.40,100.00,110
22.60,0.00,77.40,0.00,6.70,0.00,22.60,22.60,29.00,35.50,41.90,0.00,0.00,0.00,0.00,0.00,3.20,19.40,61.30,80.60,100.00,110
27.80,0.00,72.20,0.00,5.70,0.00,19.40,22.20,30.60,36.10,44.40,0.00,0.00,0.00,0.00,0.00,2.80,16.70,63.90,80.60,100.00,110
0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,24.30,48.60,73.00,100.00,110
20.00,7.50,72.50,0.00,5.10,5.10,37.50,40.00,45.00,50.00,55.00,87.50,87.50,90.00,92.50,92.50,2.50,17.50,35.00,72.50,100.00,110
12.80,0.00,87.20,0.00,4.30,0.00,42.60,42.60,46.80,48.90,53.20,0.00,0.00,0.00,0.00,0.00,2.10,21.30,55.30,76.60,100.00,110
0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,25.00,50.00,75.00,100.00,110
0.00,23.10,76.90,0.00,0.00,15.80,0.00,0.00,0.00,0.00,0.00,25.60,28.20,59.00,64.10,87.20,2.60,17.90,46.20,71.80,100.00,110
0.00,21.70,78.30,0.00,0.00,13.30,0.00,0.00,0.00,0.00,0.00,6.50,8.70,54.30,89.10,95.70,2.20,26.10,45.70,71.70,100.00,110
0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,25.00,50.00,75.00,100.00,110
